ID,label,CODE_GENDER,FLAG_OWN_CAR,FLAG_OWN_REALTY,CNT_CHILDREN,AMT_INCOME_TOTAL,NAME_INCOME_TYPE,NAME_EDUCATION_TYPE,NAME_FAMILY_STATUS,NAME_HOUSING_TYPE,DAYS_BIRTH,DAYS_EMPLOYED,FLAG_MOBIL,FLAG_WORK_PHONE,FLAG_PHONE,FLAG_EMAIL,OCCUPATION_TYPE,CNT_FAM_MEMBERS,AGE,DAYS_EMPLOYED_CLEAN
5062402,0,M,1,1,0,202500.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,-10629,-2969,1,0,0,1,High skill tech staff,1.0,29,8.0
5062403,0,M,1,1,0,202500.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,-10629,-2969,1,0,0,1,High skill tech staff,1.0,29,8.0
5062404,0,M,1,1,0,202500.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,-10629,-2969,1,0,0,1,High skill tech staff,1.0,29,8.0
5062405,0,M,1,1,0,202500.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,-10629,-2969,1,0,0,1,High skill tech staff,1.0,29,8.0
5062406,0,M,1,1,0,202500.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,-10629,-2969,1,0,0,1,High skill tech staff,1.0,29,8.0
5062418,0,F,1,1,1,180000.0,Working,Higher education,Single / not married,House / apartment,-14226,-3059,1,0,0,0,Sales staff,2.0,39,8.5
5062419,0,F,1,1,1,180000.0,Working,Higher education,Single / not married,House / apartment,-14226,-3059,1,0,0,0,Sales staff,2.0,39,8.5
5062420,0,F,1,1,1,180000.0,Working,Higher education,Single / not married,House / apartment,-14226,-3059,1,0,0,0,Sales staff,2.0,39,8.5
5062421,0,F,1,1,1,180000.0,Working,Higher education,Single / not married,House / apartment,-14226,-3059,1,0,0,0,Sales staff,2.0,39,8.5
5062428,0,M,1,1,1,180000.0,Working,Secondary / secondary special,Single / not married,House / apartment,-11533,-746,1,0,0,0,Drivers,2.0,32,2.0
5062435,0,M,1,1,1,180000.0,Working,Secondary / secondary special,Single / not married,House / apartment,-11533,-746,1,0,0,0,Drivers,2.0,32,2.0
5062436,0,M,1,1,1,180000.0,Working,Secondary / secondary special,Single / not married,House / apartment,-11533,-746,1,0,0,0,Drivers,2.0,32,2.0
5062438,0,M,1,1,1,180000.0,Working,Secondary / secondary special,Single / not married,House / apartment,-11533,-746,1,0,0,0,Drivers,2.0,32,2.0
5062439,0,M,1,1,1,180000.0,Working,Secondary / secondary special,Single / not married,House / apartment,-11533,-746,1,0,0,0,Drivers,2.0,32,2.0
5062440,0,M,1,1,1,180000.0,Working,Secondary / secondary special,Single / not married,House / apartment,-11533,-746,1,0,0,0,Drivers,2.0,32,2.0
5062441,0,M,1,1,1,180000.0,Working,Secondary / secondary special,Single / not married,House / apartment,-11533,-746,1,0,0,0,Drivers,2.0,32,2.0
5062451,0,F,0,1,0,81000.0,Working,Secondary / secondary special,Married,House / apartment,-15541,-1477,1,0,0,0,Medicine staff,2.0,43,4.0
5062452,1,F,0,1,0,81000.0,Working,Secondary / secondary special,Married,House / apartment,-15541,-1477,1,0,0,0,Medicine staff,2.0,43,4.0
5062453,0,F,0,1,0,81000.0,Working,Secondary / secondary special,Married,House / apartment,-15541,-1477,1,0,0,0,Medicine staff,2.0,43,4.0
5062454,0,F,0,1,0,81000.0,Working,Secondary / secondary special,Married,House / apartment,-15541,-1477,1,0,0,0,Medicine staff,2.0,43,4.0
5062456,0,F,0,1,0,270000.0,State servant,Higher education,Married,House / apartment,-13752,-167,1,1,1,0,Managers,2.0,38,0.5
5062457,1,F,0,1,0,270000.0,State servant,Higher education,Married,House / apartment,-13752,-167,1,1,1,0,Managers,2.0,38,0.5
5062458,0,F,0,1,0,270000.0,State servant,Higher education,Married,House / apartment,-13752,-167,1,1,1,0,Managers,2.0,38,0.5
5062459,1,F,0,1,0,270000.0,State servant,Higher education,Married,House / apartment,-13752,-167,1,1,1,0,Managers,2.0,38,0.5
5062460,0,F,0,1,0,270000.0,State servant,Higher education,Married,House / apartment,-13752,-167,1,1,1,0,Managers,2.0,38,0.5
5062461,1,F,0,1,0,270000.0,State servant,Higher education,Married,House / apartment,-13752,-167,1,1,1,0,Managers,2.0,38,0.5
5062462,0,F,0,1,0,270000.0,State servant,Higher education,Married,House / apartment,-13752,-167,1,1,1,0,Managers,2.0,38,0.5
5062471,0,M,0,1,1,112500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-18406,-1324,1,0,0,0,Drivers,3.0,50,3.5
5062475,1,F,0,1,0,157500.0,Working,Higher education,Married,House / apartment,-15462,-2969,1,0,0,1,Medicine staff,2.0,42,8.0
5062478,0,F,0,1,0,157500.0,Working,Higher education,Married,House / apartment,-15462,-2969,1,0,0,1,Medicine staff,2.0,42,8.0
5062479,0,F,0,1,0,157500.0,Working,Higher education,Married,House / apartment,-15462,-2969,1,0,0,1,Medicine staff,2.0,42,8.0
5062480,0,F,0,1,0,157500.0,Working,Higher education,Married,House / apartment,-15462,-2969,1,0,0,1,Medicine staff,2.0,42,8.0
5062481,0,F,0,1,0,157500.0,Working,Higher education,Married,House / apartment,-15462,-2969,1,0,0,1,Medicine staff,2.0,42,8.0
5062488,0,M,1,1,1,180000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-13638,-3972,1,0,0,0,Laborers,3.0,37,11.0
5062489,0,M,0,1,0,90000.0,Working,Secondary / secondary special,Married,House / apartment,-20531,-2146,1,0,0,0,Security staff,2.0,56,6.0
5062490,1,M,0,1,1,225000.0,State servant,Secondary / secondary special,Married,House / apartment,-9183,-2054,1,0,0,0,Drivers,3.0,25,5.5
5062491,0,M,0,1,1,225000.0,State servant,Secondary / secondary special,Married,House / apartment,-9183,-2054,1,0,0,0,Drivers,3.0,25,5.5
5062492,0,M,0,1,1,225000.0,State servant,Secondary / secondary special,Married,House / apartment,-9183,-2054,1,0,0,0,Drivers,3.0,25,5.5
5062493,0,M,0,1,1,225000.0,State servant,Secondary / secondary special,Married,House / apartment,-9183,-2054,1,0,0,0,Drivers,3.0,25,5.5
5062494,0,M,0,1,1,225000.0,State servant,Secondary / secondary special,Married,House / apartment,-9183,-2054,1,0,0,0,Drivers,3.0,25,5.5
5062495,0,M,0,1,1,225000.0,State servant,Secondary / secondary special,Married,House / apartment,-9183,-2054,1,0,0,0,Drivers,3.0,25,5.5
5062496,0,M,0,1,1,225000.0,State servant,Secondary / secondary special,Married,House / apartment,-9183,-2054,1,0,0,0,Drivers,3.0,25,5.5
5062497,0,M,0,1,1,225000.0,State servant,Secondary / secondary special,Married,House / apartment,-9183,-2054,1,0,0,0,Drivers,3.0,25,5.5
5062500,0,M,0,0,1,202500.0,Working,Secondary / secondary special,Married,House / apartment,-14829,-685,1,0,1,0,Laborers,3.0,41,2.0
5062501,0,M,0,0,1,202500.0,Working,Secondary / secondary special,Married,House / apartment,-14829,-685,1,0,1,0,Laborers,3.0,41,2.0
5062502,0,M,1,1,0,270000.0,Working,Secondary / secondary special,Single / not married,House / apartment,-9122,-1751,1,0,0,0,Sales staff,1.0,25,5.0
5062503,0,M,1,1,0,270000.0,Working,Secondary / secondary special,Single / not married,House / apartment,-9122,-1751,1,0,0,0,Sales staff,1.0,25,5.0
5062504,0,M,1,1,0,270000.0,Working,Secondary / secondary special,Single / not married,House / apartment,-9122,-1751,1,0,0,0,Sales staff,1.0,25,5.0
5062505,0,M,1,1,0,270000.0,Working,Secondary / secondary special,Single / not married,House / apartment,-9122,-1751,1,0,0,0,Sales staff,1.0,25,5.0
5062506,1,M,1,1,0,270000.0,Working,Secondary / secondary special,Single / not married,House / apartment,-9122,-1751,1,0,0,0,Sales staff,1.0,25,5.0
5062507,0,M,1,1,0,270000.0,Working,Secondary / secondary special,Single / not married,House / apartment,-9122,-1751,1,0,0,0,Sales staff,1.0,25,5.0
5062508,0,M,1,1,0,270000.0,Working,Secondary / secondary special,Single / not married,House / apartment,-9122,-1751,1,0,0,0,Sales staff,1.0,25,5.0
5062511,0,F,0,1,2,135000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-16066,-8507,1,0,0,0,Medicine staff,4.0,44,23.5
5062514,0,F,0,1,1,112500.0,Working,Higher education,Married,House / apartment,-13656,-2207,1,0,1,0,Sales staff,3.0,37,6.0
5062515,0,F,0,1,1,112500.0,Working,Higher education,Married,House / apartment,-13656,-2207,1,0,1,0,Sales staff,3.0,37,6.0
5062516,0,F,0,1,1,112500.0,Working,Higher education,Married,House / apartment,-13656,-2207,1,0,1,0,Sales staff,3.0,37,6.0
5062517,0,F,0,1,1,112500.0,Working,Higher education,Married,House / apartment,-13656,-2207,1,0,1,0,Sales staff,3.0,37,6.0
5062518,0,F,0,1,1,112500.0,Working,Higher education,Married,House / apartment,-13656,-2207,1,0,1,0,Sales staff,3.0,37,6.0
5062519,0,F,0,1,1,112500.0,Working,Higher education,Married,House / apartment,-13656,-2207,1,0,1,0,Sales staff,3.0,37,6.0
5062520,0,F,0,1,1,112500.0,Working,Higher education,Married,House / apartment,-13656,-2207,1,0,1,0,Sales staff,3.0,37,6.0
5062521,0,F,0,1,1,112500.0,Working,Higher education,Married,House / apartment,-13656,-2207,1,0,1,0,Sales staff,3.0,37,6.0
5062522,0,F,0,1,1,112500.0,Working,Higher education,Married,House / apartment,-13656,-2207,1,0,1,0,Sales staff,3.0,37,6.0
5062523,0,F,0,1,1,112500.0,Working,Higher education,Married,House / apartment,-13656,-2207,1,0,1,0,Sales staff,3.0,37,6.0
5062525,0,F,0,1,1,112500.0,Working,Higher education,Married,House / apartment,-13656,-2207,1,0,1,0,Sales staff,3.0,37,6.0
5062526,0,F,0,1,1,112500.0,Working,Higher education,Married,House / apartment,-13656,-2207,1,0,1,0,Sales staff,3.0,37,6.0
5062527,0,F,0,1,1,112500.0,Working,Higher education,Married,House / apartment,-13656,-2207,1,0,1,0,Sales staff,3.0,37,6.0
5062528,0,F,0,1,1,112500.0,Working,Higher education,Married,House / apartment,-13656,-2207,1,0,1,0,Sales staff,3.0,37,6.0
5062531,1,F,1,1,0,135000.0,Commercial associate,Higher education,Civil marriage,House / apartment,-13114,-1812,1,0,0,1,Medicine staff,2.0,36,5.0
5062532,0,F,1,1,0,135000.0,Commercial associate,Higher education,Civil marriage,House / apartment,-13114,-1812,1,0,0,1,Medicine staff,2.0,36,5.0
5062533,0,F,1,1,0,135000.0,Commercial associate,Higher education,Civil marriage,House / apartment,-13114,-1812,1,0,0,1,Medicine staff,2.0,36,5.0
5062534,1,F,1,1,0,135000.0,Commercial associate,Higher education,Civil marriage,House / apartment,-13114,-1812,1,0,0,1,Medicine staff,2.0,36,5.0
5062535,0,F,1,1,0,135000.0,Commercial associate,Higher education,Civil marriage,House / apartment,-13114,-1812,1,0,0,1,Medicine staff,2.0,36,5.0
5062536,0,F,1,1,0,135000.0,Commercial associate,Higher education,Civil marriage,House / apartment,-13114,-1812,1,0,0,1,Medicine staff,2.0,36,5.0
5062537,0,F,1,1,0,135000.0,Commercial associate,Higher education,Civil marriage,House / apartment,-13114,-1812,1,0,0,1,Medicine staff,2.0,36,5.0
5062538,0,F,1,1,0,135000.0,Commercial associate,Higher education,Civil marriage,House / apartment,-13114,-1812,1,0,0,1,Medicine staff,2.0,36,5.0
5062539,0,F,1,1,0,135000.0,Commercial associate,Higher education,Civil marriage,House / apartment,-13114,-1812,1,0,0,1,Medicine staff,2.0,36,5.0
5062540,0,F,1,1,0,135000.0,Commercial associate,Higher education,Civil marriage,House / apartment,-13114,-1812,1,0,0,1,Medicine staff,2.0,36,5.0
5062542,0,F,1,1,0,135000.0,Commercial associate,Higher education,Civil marriage,House / apartment,-13114,-1812,1,0,0,1,Medicine staff,2.0,36,5.0
5062573,0,F,1,1,0,360000.0,Commercial associate,Secondary / secondary special,Married,Municipal apartment,-16477,-2997,1,0,0,0,Accountants,2.0,45,8.0
5062574,0,F,1,1,0,360000.0,Commercial associate,Secondary / secondary special,Married,Municipal apartment,-16477,-2997,1,0,0,0,Accountants,2.0,45,8.0
5062576,1,F,1,1,0,360000.0,Commercial associate,Secondary / secondary special,Married,Municipal apartment,-16477,-2997,1,0,0,0,Accountants,2.0,45,8.0
5062577,0,F,1,1,0,360000.0,Commercial associate,Secondary / secondary special,Married,Municipal apartment,-16477,-2997,1,0,0,0,Accountants,2.0,45,8.0
5062578,0,F,1,1,0,360000.0,Commercial associate,Secondary / secondary special,Married,Municipal apartment,-16477,-2997,1,0,0,0,Accountants,2.0,45,8.0
5062582,0,F,1,1,0,360000.0,Commercial associate,Secondary / secondary special,Married,Municipal apartment,-16477,-2997,1,0,0,0,Accountants,2.0,45,8.0
5062584,0,M,0,0,1,180000.0,Working,Secondary / secondary special,Married,House / apartment,-10054,-571,1,1,1,1,Drivers,3.0,28,1.5
5062585,0,M,0,0,1,180000.0,Working,Secondary / secondary special,Married,House / apartment,-10054,-571,1,1,1,1,Drivers,3.0,28,1.5
5062590,0,M,1,1,1,135000.0,State servant,Higher education,Married,House / apartment,-8972,-145,1,0,0,1,Core staff,3.0,25,0.5
5062591,0,M,1,1,1,135000.0,State servant,Higher education,Married,House / apartment,-8972,-145,1,0,0,1,Core staff,3.0,25,0.5
5062592,0,M,1,1,1,135000.0,State servant,Higher education,Married,House / apartment,-8972,-145,1,0,0,1,Core staff,3.0,25,0.5
5062593,0,M,1,1,1,135000.0,State servant,Higher education,Married,House / apartment,-8972,-145,1,0,0,1,Core staff,3.0,25,0.5
5062594,1,M,1,1,1,135000.0,State servant,Higher education,Married,House / apartment,-8972,-145,1,0,0,1,Core staff,3.0,25,0.5
5062595,0,F,0,1,0,103500.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-21559,-4254,1,0,0,0,Cooking staff,2.0,59,11.5
5062596,0,F,0,1,0,103500.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-21559,-4254,1,0,0,0,Cooking staff,2.0,59,11.5
5062599,0,F,1,1,0,360000.0,Working,Secondary / secondary special,Married,House / apartment,-18356,-1820,1,0,0,0,High skill tech staff,2.0,50,5.0
5062600,0,F,1,1,0,360000.0,Working,Secondary / secondary special,Married,House / apartment,-18356,-1820,1,0,0,0,High skill tech staff,2.0,50,5.0
5062601,0,F,1,1,0,360000.0,Working,Secondary / secondary special,Married,House / apartment,-18356,-1820,1,0,0,0,High skill tech staff,2.0,50,5.0
5062602,0,F,1,1,0,360000.0,Working,Secondary / secondary special,Married,House / apartment,-18356,-1820,1,0,0,0,High skill tech staff,2.0,50,5.0
5062604,0,F,1,1,0,360000.0,Working,Secondary / secondary special,Married,House / apartment,-18356,-1820,1,0,0,0,High skill tech staff,2.0,50,5.0
5062605,0,F,1,1,0,360000.0,Working,Secondary / secondary special,Married,House / apartment,-18356,-1820,1,0,0,0,High skill tech staff,2.0,50,5.0
5062606,0,F,1,1,0,360000.0,Working,Secondary / secondary special,Married,House / apartment,-18356,-1820,1,0,0,0,High skill tech staff,2.0,50,5.0
5062607,0,F,1,1,0,360000.0,Working,Secondary / secondary special,Married,House / apartment,-18356,-1820,1,0,0,0,High skill tech staff,2.0,50,5.0
5062608,0,F,1,1,0,360000.0,Working,Secondary / secondary special,Married,House / apartment,-18356,-1820,1,0,0,0,High skill tech staff,2.0,50,5.0
5062609,0,F,0,0,1,135000.0,Commercial associate,Secondary / secondary special,Separated,House / apartment,-10725,-2802,1,0,0,0,Private service staff,2.0,29,7.5
5062610,0,F,0,0,1,135000.0,Commercial associate,Secondary / secondary special,Separated,House / apartment,-10725,-2802,1,0,0,0,Private service staff,2.0,29,7.5
5062611,0,F,0,0,1,135000.0,Commercial associate,Secondary / secondary special,Separated,House / apartment,-10725,-2802,1,0,0,0,Private service staff,2.0,29,7.5
5062612,0,F,0,0,1,135000.0,Commercial associate,Secondary / secondary special,Separated,House / apartment,-10725,-2802,1,0,0,0,Private service staff,2.0,29,7.5
5062613,0,F,0,0,1,135000.0,Commercial associate,Secondary / secondary special,Separated,House / apartment,-10725,-2802,1,0,0,0,Private service staff,2.0,29,7.5
5062614,0,F,0,0,1,135000.0,Commercial associate,Secondary / secondary special,Separated,House / apartment,-10725,-2802,1,0,0,0,Private service staff,2.0,29,7.5
5062615,0,M,1,1,0,270000.0,State servant,Secondary / secondary special,Married,House / apartment,-11372,-3897,1,0,0,0,Core staff,2.0,31,10.5
5062617,1,M,1,1,0,270000.0,State servant,Secondary / secondary special,Married,House / apartment,-11372,-3897,1,0,0,0,Core staff,2.0,31,10.5
5062618,0,M,1,1,0,270000.0,State servant,Secondary / secondary special,Married,House / apartment,-11372,-3897,1,0,0,0,Core staff,2.0,31,10.5
5062619,0,M,1,1,0,270000.0,State servant,Secondary / secondary special,Married,House / apartment,-11372,-3897,1,0,0,0,Core staff,2.0,31,10.5
5062621,0,M,1,1,0,270000.0,State servant,Secondary / secondary special,Married,House / apartment,-11372,-3897,1,0,0,0,Core staff,2.0,31,10.5
5062622,0,M,1,1,0,270000.0,State servant,Secondary / secondary special,Married,House / apartment,-11372,-3897,1,0,0,0,Core staff,2.0,31,10.5
5062623,0,M,1,1,0,270000.0,State servant,Secondary / secondary special,Married,House / apartment,-11372,-3897,1,0,0,0,Core staff,2.0,31,10.5
5062635,0,M,0,1,0,405000.0,Working,Higher education,Married,House / apartment,-15881,-4781,1,1,0,0,Laborers,2.0,44,13.0
5062636,0,M,0,1,0,405000.0,Working,Higher education,Married,House / apartment,-15881,-4781,1,1,0,0,Laborers,2.0,44,13.0
5062637,0,M,0,1,0,405000.0,Working,Higher education,Married,House / apartment,-15881,-4781,1,1,0,0,Laborers,2.0,44,13.0
5062639,0,M,0,1,0,405000.0,Working,Higher education,Married,House / apartment,-15881,-4781,1,1,0,0,Laborers,2.0,44,13.0
5062640,0,M,0,1,0,405000.0,Working,Higher education,Married,House / apartment,-15881,-4781,1,1,0,0,Laborers,2.0,44,13.0
5062645,0,F,1,1,0,202500.0,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,-18626,-1332,1,0,0,0,Security staff,2.0,51,3.5
5062646,0,F,1,1,0,202500.0,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,-18626,-1332,1,0,0,0,Security staff,2.0,51,3.5
5062649,1,F,1,1,0,202500.0,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,-18626,-1332,1,0,0,0,Security staff,2.0,51,3.5
5062654,0,M,1,1,1,144000.0,Working,Secondary / secondary special,Married,House / apartment,-13509,-1028,1,0,0,0,Laborers,3.0,37,3.0
5062655,0,M,1,1,1,144000.0,Working,Secondary / secondary special,Married,House / apartment,-13509,-1028,1,0,0,0,Laborers,3.0,37,3.0
5062656,0,M,1,1,1,144000.0,Working,Secondary / secondary special,Married,House / apartment,-13509,-1028,1,0,0,0,Laborers,3.0,37,3.0
5062657,0,M,1,1,1,144000.0,Working,Secondary / secondary special,Married,House / apartment,-13509,-1028,1,0,0,0,Laborers,3.0,37,3.0
5062658,0,M,1,1,1,144000.0,Working,Secondary / secondary special,Married,House / apartment,-13509,-1028,1,0,0,0,Laborers,3.0,37,3.0
5062659,0,M,1,1,1,144000.0,Working,Secondary / secondary special,Married,House / apartment,-13509,-1028,1,0,0,0,Laborers,3.0,37,3.0
5062660,0,M,1,1,1,144000.0,Working,Secondary / secondary special,Married,House / apartment,-13509,-1028,1,0,0,0,Laborers,3.0,37,3.0
5062661,0,M,1,1,1,144000.0,Working,Secondary / secondary special,Married,House / apartment,-13509,-1028,1,0,0,0,Laborers,3.0,37,3.0
5062662,0,M,1,1,1,144000.0,Working,Secondary / secondary special,Married,House / apartment,-13509,-1028,1,0,0,0,Laborers,3.0,37,3.0
5062663,0,M,1,1,1,144000.0,Working,Secondary / secondary special,Married,House / apartment,-13509,-1028,1,0,0,0,Laborers,3.0,37,3.0
5062668,0,F,1,1,1,135000.0,Working,Higher education,Married,House / apartment,-14863,-4407,1,0,0,0,Managers,3.0,41,12.0
5062669,0,F,1,1,1,135000.0,Working,Higher education,Married,House / apartment,-14863,-4407,1,0,0,0,Managers,3.0,41,12.0
5062670,0,F,1,1,1,135000.0,Working,Higher education,Married,House / apartment,-14863,-4407,1,0,0,0,Managers,3.0,41,12.0
5062671,0,F,1,1,1,135000.0,Working,Higher education,Married,House / apartment,-14863,-4407,1,0,0,0,Managers,3.0,41,12.0
5062672,0,F,1,1,1,135000.0,Working,Higher education,Married,House / apartment,-14863,-4407,1,0,0,0,Managers,3.0,41,12.0
5062673,0,F,1,1,1,135000.0,Working,Higher education,Married,House / apartment,-14863,-4407,1,0,0,0,Managers,3.0,41,12.0
5062674,1,F,1,1,1,135000.0,Working,Higher education,Married,House / apartment,-14863,-4407,1,0,0,0,Managers,3.0,41,12.0
5062676,0,M,0,1,0,180000.0,Working,Secondary / secondary special,Married,House / apartment,-19500,-3189,1,0,0,0,Laborers,2.0,53,8.5
5062678,0,M,0,1,0,180000.0,Working,Secondary / secondary special,Married,House / apartment,-19500,-3189,1,0,0,0,Laborers,2.0,53,8.5
5062679,0,F,0,1,0,225000.0,Working,Secondary / secondary special,Married,House / apartment,-14511,-1789,1,0,0,1,Laborers,2.0,40,5.0
5062680,0,F,0,1,0,112500.0,Working,Higher education,Widow,House / apartment,-22372,-1402,1,0,0,0,Accountants,1.0,61,4.0
5062683,0,M,1,1,0,247500.0,State servant,Secondary / secondary special,Married,Municipal apartment,-20112,-875,1,1,0,1,High skill tech staff,2.0,55,2.5
5062685,1,M,1,1,0,247500.0,State servant,Secondary / secondary special,Married,Municipal apartment,-20112,-875,1,1,0,1,High skill tech staff,2.0,55,2.5
5062686,1,M,1,1,0,247500.0,State servant,Secondary / secondary special,Married,Municipal apartment,-20112,-875,1,1,0,1,High skill tech staff,2.0,55,2.5
5062687,0,M,1,1,0,247500.0,State servant,Secondary / secondary special,Married,Municipal apartment,-20112,-875,1,1,0,1,High skill tech staff,2.0,55,2.5
5062688,1,M,1,1,0,247500.0,State servant,Secondary / secondary special,Married,Municipal apartment,-20112,-875,1,1,0,1,High skill tech staff,2.0,55,2.5
5062689,0,M,1,1,0,247500.0,State servant,Secondary / secondary special,Married,Municipal apartment,-20112,-875,1,1,0,1,High skill tech staff,2.0,55,2.5
5062690,1,M,1,1,0,247500.0,State servant,Secondary / secondary special,Married,Municipal apartment,-20112,-875,1,1,0,1,High skill tech staff,2.0,55,2.5
5062691,1,M,1,1,0,247500.0,State servant,Secondary / secondary special,Married,Municipal apartment,-20112,-875,1,1,0,1,High skill tech staff,2.0,55,2.5
5062692,1,F,0,1,1,157500.0,Working,Secondary / secondary special,Married,House / apartment,-14510,-3805,1,0,0,0,Core staff,3.0,40,10.5
5062693,0,F,0,1,1,157500.0,Working,Secondary / secondary special,Married,House / apartment,-14510,-3805,1,0,0,0,Core staff,3.0,40,10.5
5062694,0,F,0,1,1,157500.0,Working,Secondary / secondary special,Married,House / apartment,-14510,-3805,1,0,0,0,Core staff,3.0,40,10.5
5062695,0,F,0,1,1,157500.0,Working,Secondary / secondary special,Married,House / apartment,-14510,-3805,1,0,0,0,Core staff,3.0,40,10.5
5062696,0,F,0,1,1,157500.0,Working,Secondary / secondary special,Married,House / apartment,-14510,-3805,1,0,0,0,Core staff,3.0,40,10.5
5062697,0,F,0,1,1,157500.0,Working,Secondary / secondary special,Married,House / apartment,-14510,-3805,1,0,0,0,Core staff,3.0,40,10.5
5062698,0,F,0,1,1,157500.0,Working,Secondary / secondary special,Married,House / apartment,-14510,-3805,1,0,0,0,Core staff,3.0,40,10.5
5062699,0,F,0,1,1,157500.0,Working,Secondary / secondary special,Married,House / apartment,-14510,-3805,1,0,0,0,Core staff,3.0,40,10.5
5062702,0,F,0,1,1,157500.0,Working,Secondary / secondary special,Married,House / apartment,-14510,-3805,1,0,0,0,Core staff,3.0,40,10.5
5062704,0,F,0,1,1,157500.0,Working,Secondary / secondary special,Married,House / apartment,-14510,-3805,1,0,0,0,Core staff,3.0,40,10.5
5062705,1,F,0,1,1,157500.0,Working,Secondary / secondary special,Married,House / apartment,-14510,-3805,1,0,0,0,Core staff,3.0,40,10.5
5062706,0,F,0,1,1,157500.0,Working,Secondary / secondary special,Married,House / apartment,-14510,-3805,1,0,0,0,Core staff,3.0,40,10.5
5062707,0,F,0,1,1,157500.0,Working,Secondary / secondary special,Married,House / apartment,-14510,-3805,1,0,0,0,Core staff,3.0,40,10.5
5062708,0,F,0,1,1,157500.0,Working,Secondary / secondary special,Married,House / apartment,-14510,-3805,1,0,0,0,Core staff,3.0,40,10.5
5062709,0,F,0,1,1,157500.0,Working,Secondary / secondary special,Married,House / apartment,-14510,-3805,1,0,0,0,Core staff,3.0,40,10.5
5062710,0,F,0,1,1,157500.0,Working,Secondary / secondary special,Married,House / apartment,-14510,-3805,1,0,0,0,Core staff,3.0,40,10.5
5062711,0,F,0,1,1,157500.0,Working,Secondary / secondary special,Married,House / apartment,-14510,-3805,1,0,0,0,Core staff,3.0,40,10.5
5062712,0,F,0,1,1,157500.0,Working,Secondary / secondary special,Married,House / apartment,-14510,-3805,1,0,0,0,Core staff,3.0,40,10.5
5062713,0,F,0,1,1,157500.0,Working,Secondary / secondary special,Married,House / apartment,-14510,-3805,1,0,0,0,Core staff,3.0,40,10.5
5062714,0,F,0,1,1,157500.0,Working,Secondary / secondary special,Married,House / apartment,-14510,-3805,1,0,0,0,Core staff,3.0,40,10.5
5062723,0,M,0,1,0,135000.0,Working,Higher education,Married,House / apartment,-16977,-92,1,0,0,0,Managers,2.0,47,0.5
5062726,0,M,0,1,0,135000.0,Working,Higher education,Married,House / apartment,-16977,-92,1,0,0,0,Managers,2.0,47,0.5
5062727,1,M,0,1,0,135000.0,Working,Higher education,Married,House / apartment,-16977,-92,1,0,0,0,Managers,2.0,47,0.5
5062734,0,M,1,1,0,270000.0,Working,Secondary / secondary special,Single / not married,House / apartment,-9815,-1341,1,0,0,0,Laborers,1.0,27,3.5
5062735,0,M,1,1,0,270000.0,Working,Secondary / secondary special,Single / not married,House / apartment,-9815,-1341,1,0,0,0,Laborers,1.0,27,3.5
5062736,0,M,1,1,0,270000.0,Working,Secondary / secondary special,Single / not married,House / apartment,-9815,-1341,1,0,0,0,Laborers,1.0,27,3.5
5062737,0,M,1,1,0,270000.0,Working,Secondary / secondary special,Single / not married,House / apartment,-9815,-1341,1,0,0,0,Laborers,1.0,27,3.5
5062738,0,M,1,1,0,270000.0,Working,Secondary / secondary special,Single / not married,House / apartment,-9815,-1341,1,0,0,0,Laborers,1.0,27,3.5
5062739,0,F,0,1,0,157500.0,Working,Secondary / secondary special,Married,House / apartment,-15035,-1128,1,0,1,0,Cleaning staff,2.0,41,3.0
5062740,0,F,0,1,0,157500.0,Working,Secondary / secondary special,Married,House / apartment,-15035,-1128,1,0,1,0,Cleaning staff,2.0,41,3.0
5062741,0,F,0,1,0,157500.0,Working,Secondary / secondary special,Married,House / apartment,-15035,-1128,1,0,1,0,Cleaning staff,2.0,41,3.0
5062743,0,F,0,1,0,157500.0,Working,Secondary / secondary special,Married,House / apartment,-15035,-1128,1,0,1,0,Cleaning staff,2.0,41,3.0
5062744,0,F,0,1,0,157500.0,Working,Secondary / secondary special,Married,House / apartment,-15035,-1128,1,0,1,0,Cleaning staff,2.0,41,3.0
5062745,0,F,0,1,0,157500.0,Working,Secondary / secondary special,Married,House / apartment,-15035,-1128,1,0,1,0,Cleaning staff,2.0,41,3.0
5062747,0,F,0,1,1,157500.0,Working,Higher education,Single / not married,House / apartment,-16106,-549,1,0,1,0,High skill tech staff,2.0,44,1.5
5062754,1,F,0,0,0,112500.0,Working,Secondary / secondary special,Single / not married,House / apartment,-11431,-306,1,0,0,0,Core staff,1.0,31,1.0
