ID,label,CODE_GENDER,FLAG_OWN_CAR,FLAG_OWN_REALTY,CNT_CHILDREN,AMT_INCOME_TOTAL,NAME_INCOME_TYPE,NAME_EDUCATION_TYPE,NAME_FAMILY_STATUS,DAYS_BIRTH,DAYS_EMPLOYED,FLAG_WORK_PHONE,FLAG_PHONE,FLAG_EMAIL,OCCUPATION_TYPE,CNT_FAM_MEMBERS,AGE,DAYS_EMPLOYED_CLEAN,Grouped_Housing_Type,NAME_HOUSING_TYPE_GROUPED
5092033,1,F,0,1,0,202500,Working,Secondary / secondary special,Married,-15120,-5649,0,1,0,High skill tech staff,2,41,15.5,Other,Other
5092036,1,F,1,1,0,180000,Working,Secondary / secondary special,Married,-12005,-2146,1,0,0,Accountants,2,33,6,House / apartment,First Feature
5092037,0,F,1,1,0,180000,Working,Secondary / secondary special,Married,-12005,-2146,1,0,0,Accountants,2,33,6,House / apartment,First Feature
5092057,1,F,0,1,0,180000,Working,Secondary / secondary special,Married,-15722,-3242,1,1,0,Private service staff,2,43,9,House / apartment,First Feature
5092058,1,F,0,1,0,180000,Working,Secondary / secondary special,Married,-15722,-3242,1,1,0,Private service staff,2,43,9,House / apartment,First Feature
5092059,1,F,0,1,0,202500,Commercial associate,Secondary / secondary special,Single / not married,-10227,-3365,1,1,0,Sales staff,1,28,9,House / apartment,First Feature
5092060,1,F,0,1,0,202500,Commercial associate,Secondary / secondary special,Single / not married,-10227,-3365,1,1,0,Sales staff,1,28,9,House / apartment,First Feature
5092061,1,F,0,1,0,202500,Commercial associate,Secondary / secondary special,Single / not married,-10227,-3365,1,1,0,Sales staff,1,28,9,House / apartment,First Feature
5092062,1,F,0,1,0,202500,Commercial associate,Secondary / secondary special,Single / not married,-10227,-3365,1,1,0,Sales staff,1,28,9,House / apartment,First Feature
5092070,1,F,0,0,1,112500,Commercial associate,Secondary / secondary special,Single / not married,-13436,-2452,0,0,0,High skill tech staff,2,37,6.5,House / apartment,First Feature
5092071,1,F,0,0,1,112500,Commercial associate,Secondary / secondary special,Single / not married,-13436,-2452,0,0,0,High skill tech staff,2,37,6.5,House / apartment,First Feature
5092072,1,F,0,0,1,112500,Commercial associate,Secondary / secondary special,Single / not married,-13436,-2452,0,0,0,High skill tech staff,2,37,6.5,House / apartment,First Feature
5092073,1,F,0,0,1,112500,Commercial associate,Secondary / secondary special,Single / not married,-13436,-2452,0,0,0,High skill tech staff,2,37,6.5,House / apartment,First Feature
5092074,1,F,0,0,1,112500,Commercial associate,Secondary / secondary special,Single / not married,-13436,-2452,0,0,0,High skill tech staff,2,37,6.5,House / apartment,First Feature
5092075,1,M,0,0,0,202500,Working,Secondary / secondary special,Married,-17696,-412,0,0,0,Laborers,2,48,1,Other,Other
5092076,1,M,0,0,0,202500,Working,Secondary / secondary special,Married,-17696,-412,0,0,0,Laborers,2,48,1,Other,Other
5092077,0,M,0,0,0,202500,Working,Secondary / secondary special,Married,-17696,-412,0,0,0,Laborers,2,48,1,Other,Other
5092078,1,M,0,0,0,202500,Working,Secondary / secondary special,Married,-17696,-412,0,0,0,Laborers,2,48,1,Other,Other
5092087,0,M,1,1,2,247500,Working,Secondary / secondary special,Married,-17320,-535,0,0,0,Laborers,4,47,1.5,House / apartment,First Feature
5092088,1,M,1,1,2,247500,Working,Secondary / secondary special,Married,-17320,-535,0,0,0,Laborers,4,47,1.5,House / apartment,First Feature
5092090,0,F,0,1,0,67500,Working,Secondary / secondary special,Married,-14690,-504,0,0,0,Cooking staff,2,40,1.5,House / apartment,First Feature
5092092,1,F,0,1,1,144000,Commercial associate,Secondary / secondary special,Single / not married,-14095,-3153,1,1,0,Laborers,2,39,8.5,House / apartment,First Feature
5092093,1,F,0,1,1,144000,Commercial associate,Secondary / secondary special,Single / not married,-14095,-3153,1,1,0,Laborers,2,39,8.5,House / apartment,First Feature
5092096,1,F,0,1,0,112500,Working,Secondary / secondary special,Married,-14953,-1812,1,0,0,Sales staff,2,41,5,House / apartment,First Feature
5092098,0,F,0,1,0,112500,Working,Secondary / secondary special,Married,-14953,-1812,1,0,0,Sales staff,2,41,5,House / apartment,First Feature
5092102,1,F,0,1,1,135000,Working,Secondary / secondary special,Single / not married,-16767,-9270,0,0,0,Medicine staff,2,46,25.5,Other,Other
5092104,1,F,0,1,1,135000,Working,Secondary / secondary special,Single / not married,-16767,-9270,0,0,0,Medicine staff,2,46,25.5,Other,Other
5092105,1,F,0,1,1,135000,Working,Secondary / secondary special,Single / not married,-16767,-9270,0,0,0,Medicine staff,2,46,25.5,Other,Other
5092106,1,F,0,1,1,135000,Working,Secondary / secondary special,Single / not married,-16767,-9270,0,0,0,Medicine staff,2,46,25.5,Other,Other
5092108,1,F,0,1,1,135000,Working,Secondary / secondary special,Single / not married,-16767,-9270,0,0,0,Medicine staff,2,46,25.5,Other,Other
5092109,1,F,0,1,1,135000,Working,Secondary / secondary special,Single / not married,-16767,-9270,0,0,0,Medicine staff,2,46,25.5,Other,Other
5092110,1,M,0,0,0,270000,State servant,Secondary / secondary special,Single / not married,-9649,-1996,0,0,1,Core staff,1,26,5.5,Other,Other
5092111,1,M,0,0,0,270000,State servant,Secondary / secondary special,Single / not married,-9649,-1996,0,0,1,Core staff,1,26,5.5,Other,Other
5092115,1,M,1,1,1,180000,Commercial associate,Secondary / secondary special,Married,-16794,-3092,1,1,0,High skill tech staff,3,46,8.5,House / apartment,First Feature
5092125,0,M,1,1,1,198000,Commercial associate,Higher education,Civil marriage,-16149,-4279,0,1,0,Managers,3,44,11.5,House / apartment,First Feature
5092127,0,M,1,1,1,198000,Commercial associate,Higher education,Civil marriage,-16149,-4279,0,1,0,Managers,3,44,11.5,House / apartment,First Feature
5092128,0,M,1,1,1,198000,Commercial associate,Higher education,Civil marriage,-16149,-4279,0,1,0,Managers,3,44,11.5,House / apartment,First Feature
5092129,0,M,1,1,1,198000,Commercial associate,Higher education,Civil marriage,-16149,-4279,0,1,0,Managers,3,44,11.5,House / apartment,First Feature
5092130,0,M,1,1,1,198000,Commercial associate,Higher education,Civil marriage,-16149,-4279,0,1,0,Managers,3,44,11.5,House / apartment,First Feature
5092131,1,M,1,1,0,292500,State servant,Secondary / secondary special,Married,-17663,-1022,0,0,0,Low-skill Laborers,2,48,3,House / apartment,First Feature
5092132,1,M,1,1,0,292500,State servant,Secondary / secondary special,Married,-17663,-1022,0,0,0,Low-skill Laborers,2,48,3,House / apartment,First Feature
5092133,1,M,1,1,0,292500,State servant,Secondary / secondary special,Married,-17663,-1022,0,0,0,Low-skill Laborers,2,48,3,House / apartment,First Feature
5092135,0,F,0,1,0,135000,Working,Secondary / secondary special,Married,-17000,-5740,0,0,0,Cooking staff,2,47,15.5,House / apartment,First Feature
5092136,0,F,0,1,0,135000,Working,Secondary / secondary special,Married,-17000,-5740,0,0,0,Cooking staff,2,47,15.5,House / apartment,First Feature
5092137,1,F,0,1,0,135000,Working,Secondary / secondary special,Married,-17000,-5740,0,0,0,Cooking staff,2,47,15.5,House / apartment,First Feature
5092138,1,M,0,0,0,121500,Working,Higher education,Single / not married,-11162,-1327,1,1,0,Laborers,1,31,3.5,House / apartment,First Feature
5092139,1,M,0,0,0,121500,Working,Higher education,Single / not married,-11162,-1327,1,1,0,Laborers,1,31,3.5,House / apartment,First Feature
5092140,1,M,0,0,0,121500,Working,Higher education,Single / not married,-11162,-1327,1,1,0,Laborers,1,31,3.5,House / apartment,First Feature
5092141,1,M,0,0,0,121500,Working,Higher education,Single / not married,-11162,-1327,1,1,0,Laborers,1,31,3.5,House / apartment,First Feature
5092152,1,F,0,1,0,94500,Working,Higher education,Single / not married,-13460,-2543,0,0,0,Accountants,1,37,7,House / apartment,First Feature
5092153,1,F,0,1,0,94500,Working,Higher education,Single / not married,-13460,-2543,0,0,0,Accountants,1,37,7,House / apartment,First Feature
5092167,1,M,1,1,3,81000,Working,Secondary / secondary special,Married,-12654,-200,0,0,0,Laborers,5,35,0.5,House / apartment,First Feature
5092169,0,M,1,1,3,81000,Working,Secondary / secondary special,Married,-12654,-200,0,0,0,Laborers,5,35,0.5,House / apartment,First Feature
5092170,0,M,1,1,3,81000,Working,Secondary / secondary special,Married,-12654,-200,0,0,0,Laborers,5,35,0.5,House / apartment,First Feature
5092171,1,M,1,0,2,315000,Commercial associate,Incomplete higher,Married,-11080,-657,0,0,0,Managers,4,30,2,House / apartment,First Feature
5092172,1,M,1,0,2,315000,Commercial associate,Incomplete higher,Married,-11080,-657,0,0,0,Managers,4,30,2,House / apartment,First Feature
5092173,1,M,1,0,2,315000,Commercial associate,Incomplete higher,Married,-11080,-657,0,0,0,Managers,4,30,2,House / apartment,First Feature
5092174,1,M,1,0,2,315000,Commercial associate,Incomplete higher,Married,-11080,-657,0,0,0,Managers,4,30,2,House / apartment,First Feature
5092175,1,M,1,0,2,315000,Commercial associate,Incomplete higher,Married,-11080,-657,0,0,0,Managers,4,30,2,House / apartment,First Feature
5092176,1,M,1,0,2,315000,Commercial associate,Incomplete higher,Married,-11080,-657,0,0,0,Managers,4,30,2,House / apartment,First Feature
5092177,1,M,1,0,2,315000,Commercial associate,Incomplete higher,Married,-11080,-657,0,0,0,Managers,4,30,2,House / apartment,First Feature
5092185,1,F,0,1,0,292500,Working,Secondary / secondary special,Married,-21016,-14018,0,0,0,Medicine staff,2,58,38.5,House / apartment,First Feature
5092187,1,F,0,1,0,292500,Working,Secondary / secondary special,Married,-21016,-14018,0,0,0,Medicine staff,2,58,38.5,House / apartment,First Feature
5092188,1,F,0,1,0,292500,Working,Secondary / secondary special,Married,-21016,-14018,0,0,0,Medicine staff,2,58,38.5,House / apartment,First Feature
5092190,1,F,0,1,0,292500,Working,Secondary / secondary special,Married,-21016,-14018,0,0,0,Medicine staff,2,58,38.5,House / apartment,First Feature
5092191,1,F,0,1,0,292500,Working,Secondary / secondary special,Married,-21016,-14018,0,0,0,Medicine staff,2,58,38.5,House / apartment,First Feature
5092194,1,F,0,1,0,292500,Working,Secondary / secondary special,Married,-21016,-14018,0,0,0,Medicine staff,2,58,38.5,House / apartment,First Feature
5092196,1,F,0,1,0,292500,Working,Secondary / secondary special,Married,-21016,-14018,0,0,0,Medicine staff,2,58,38.5,House / apartment,First Feature
5092197,1,F,0,1,0,292500,Working,Secondary / secondary special,Married,-21016,-14018,0,0,0,Medicine staff,2,58,38.5,House / apartment,First Feature
5092198,1,F,0,1,0,292500,Working,Secondary / secondary special,Married,-21016,-14018,0,0,0,Medicine staff,2,58,38.5,House / apartment,First Feature
5092199,1,F,0,1,0,292500,Working,Secondary / secondary special,Married,-21016,-14018,0,0,0,Medicine staff,2,58,38.5,House / apartment,First Feature
5092200,1,F,0,1,0,292500,Working,Secondary / secondary special,Married,-21016,-14018,0,0,0,Medicine staff,2,58,38.5,House / apartment,First Feature
5092201,1,M,1,1,0,180000,Working,Higher education,Married,-11993,-4826,0,1,0,Laborers,2,33,13,House / apartment,First Feature
5092202,1,M,1,1,0,180000,Working,Higher education,Married,-11993,-4826,0,1,0,Laborers,2,33,13,House / apartment,First Feature
5092203,1,M,1,1,0,180000,Working,Higher education,Married,-11993,-4826,0,1,0,Laborers,2,33,13,House / apartment,First Feature
5092205,1,M,1,1,0,180000,Working,Higher education,Married,-11993,-4826,0,1,0,Laborers,2,33,13,House / apartment,First Feature
5092206,1,M,1,1,0,180000,Working,Higher education,Married,-11993,-4826,0,1,0,Laborers,2,33,13,House / apartment,First Feature
5092207,1,M,0,1,0,247500,Working,Secondary / secondary special,Civil marriage,-8887,-170,1,1,0,Managers,2,24,0.5,House / apartment,First Feature
5092208,1,F,1,1,0,144000,Working,Secondary / secondary special,Married,-21502,-3122,0,0,0,Accountants,2,59,8.5,House / apartment,First Feature
5092210,1,F,1,1,0,144000,Working,Secondary / secondary special,Married,-21502,-3122,0,0,0,Accountants,2,59,8.5,House / apartment,First Feature
5092211,1,F,1,1,0,144000,Working,Secondary / secondary special,Married,-21502,-3122,0,0,0,Accountants,2,59,8.5,House / apartment,First Feature
5092212,1,F,1,1,0,144000,Working,Secondary / secondary special,Married,-21502,-3122,0,0,0,Accountants,2,59,8.5,House / apartment,First Feature
5092215,1,F,1,1,0,144000,Working,Secondary / secondary special,Married,-21502,-3122,0,0,0,Accountants,2,59,8.5,House / apartment,First Feature
5092216,1,F,1,1,0,144000,Working,Secondary / secondary special,Married,-21502,-3122,0,0,0,Accountants,2,59,8.5,House / apartment,First Feature
5092221,1,M,0,0,0,67500,State servant,Secondary / secondary special,Married,-11654,-2818,0,0,0,Laborers,2,32,7.5,House / apartment,First Feature
5092222,1,M,0,0,0,67500,State servant,Secondary / secondary special,Married,-11654,-2818,0,0,0,Laborers,2,32,7.5,House / apartment,First Feature
5092223,1,M,0,0,0,67500,State servant,Secondary / secondary special,Married,-11654,-2818,0,0,0,Laborers,2,32,7.5,House / apartment,First Feature
5092247,1,F,0,1,0,90000,Working,Secondary / secondary special,Married,-20009,-5099,1,1,0,Laborers,2,55,14,House / apartment,First Feature
5092249,1,F,0,1,0,90000,Working,Secondary / secondary special,Married,-20009,-5099,1,1,0,Laborers,2,55,14,House / apartment,First Feature
5092250,1,F,0,1,0,90000,Working,Secondary / secondary special,Married,-20009,-5099,1,1,0,Laborers,2,55,14,House / apartment,First Feature
5092251,0,M,1,1,0,112500,Working,Secondary / secondary special,Married,-17300,-1235,0,0,0,Drivers,2,47,3.5,House / apartment,First Feature
5092252,1,M,1,1,0,112500,Working,Secondary / secondary special,Married,-17300,-1235,0,0,0,Drivers,2,47,3.5,House / apartment,First Feature
5092253,1,M,1,1,0,112500,Working,Secondary / secondary special,Married,-17300,-1235,0,0,0,Drivers,2,47,3.5,House / apartment,First Feature
5092254,0,M,1,1,0,112500,Working,Secondary / secondary special,Married,-17300,-1235,0,0,0,Drivers,2,47,3.5,House / apartment,First Feature
5092255,1,M,1,1,0,112500,Working,Secondary / secondary special,Married,-17300,-1235,0,0,0,Drivers,2,47,3.5,House / apartment,First Feature
5092256,0,M,1,1,0,112500,Working,Secondary / secondary special,Married,-17300,-1235,0,0,0,Drivers,2,47,3.5,House / apartment,First Feature
5092257,1,M,1,1,0,112500,Working,Secondary / secondary special,Married,-17300,-1235,0,0,0,Drivers,2,47,3.5,House / apartment,First Feature
5092258,1,F,1,1,2,157500,Working,Secondary / secondary special,Married,-12885,-2087,1,0,0,Laborers,4,35,5.5,House / apartment,First Feature
5092259,1,F,1,1,2,157500,Working,Secondary / secondary special,Married,-12885,-2087,1,0,0,Laborers,4,35,5.5,House / apartment,First Feature
5092260,1,M,0,1,0,112500,Working,Secondary / secondary special,Civil marriage,-17837,-351,0,0,0,Security staff,2,49,1,House / apartment,First Feature
5092261,0,M,0,1,0,112500,Working,Secondary / secondary special,Civil marriage,-17837,-351,0,0,0,Security staff,2,49,1,House / apartment,First Feature
5092263,1,M,0,1,0,112500,Working,Secondary / secondary special,Civil marriage,-17837,-351,0,0,0,Security staff,2,49,1,House / apartment,First Feature
5092264,1,M,0,1,0,112500,Working,Secondary / secondary special,Civil marriage,-17837,-351,0,0,0,Security staff,2,49,1,House / apartment,First Feature
5092265,1,M,0,1,0,112500,Working,Secondary / secondary special,Civil marriage,-17837,-351,0,0,0,Security staff,2,49,1,House / apartment,First Feature
5092268,1,M,0,1,0,112500,Working,Secondary / secondary special,Civil marriage,-17837,-351,0,0,0,Security staff,2,49,1,House / apartment,First Feature
5092269,1,M,0,1,0,112500,Working,Secondary / secondary special,Civil marriage,-17837,-351,0,0,0,Security staff,2,49,1,House / apartment,First Feature
5092270,1,M,0,1,0,112500,Working,Secondary / secondary special,Civil marriage,-17837,-351,0,0,0,Security staff,2,49,1,House / apartment,First Feature
5092271,1,F,0,1,0,360000,Working,Secondary / secondary special,Married,-15552,-5587,1,1,0,Laborers,2,43,15.5,House / apartment,First Feature
5092272,1,F,0,1,0,360000,Working,Secondary / secondary special,Married,-15552,-5587,1,1,0,Laborers,2,43,15.5,House / apartment,First Feature
5092274,1,F,0,1,0,360000,Working,Secondary / secondary special,Married,-15552,-5587,1,1,0,Laborers,2,43,15.5,House / apartment,First Feature
5092275,1,F,0,1,0,360000,Working,Secondary / secondary special,Married,-15552,-5587,1,1,0,Laborers,2,43,15.5,House / apartment,First Feature
5092276,1,F,0,1,0,360000,Working,Secondary / secondary special,Married,-15552,-5587,1,1,0,Laborers,2,43,15.5,House / apartment,First Feature
5092278,1,F,0,1,0,360000,Working,Secondary / secondary special,Married,-15552,-5587,1,1,0,Laborers,2,43,15.5,House / apartment,First Feature
5092279,1,F,0,1,0,360000,Working,Secondary / secondary special,Married,-15552,-5587,1,1,0,Laborers,2,43,15.5,House / apartment,First Feature
5092303,1,M,0,1,0,270000,Working,Secondary / secondary special,Married,-18625,-3153,0,1,0,Laborers,2,51,8.5,House / apartment,First Feature
5092304,1,M,0,1,0,270000,Working,Secondary / secondary special,Married,-18625,-3153,0,1,0,Laborers,2,51,8.5,House / apartment,First Feature
5092305,1,M,0,1,0,270000,Working,Secondary / secondary special,Married,-18625,-3153,0,1,0,Laborers,2,51,8.5,House / apartment,First Feature
5092306,1,M,0,1,0,270000,Working,Secondary / secondary special,Married,-18625,-3153,0,1,0,Laborers,2,51,8.5,House / apartment,First Feature
5092308,1,M,0,1,0,270000,Working,Secondary / secondary special,Married,-18625,-3153,0,1,0,Laborers,2,51,8.5,House / apartment,First Feature
5092310,1,M,0,1,0,270000,Working,Secondary / secondary special,Married,-18625,-3153,0,1,0,Laborers,2,51,8.5,House / apartment,First Feature
5092314,1,M,0,1,0,270000,Working,Secondary / secondary special,Married,-18625,-3153,0,1,0,Laborers,2,51,8.5,House / apartment,First Feature
5092315,1,M,0,1,0,270000,Working,Secondary / secondary special,Married,-18625,-3153,0,1,0,Laborers,2,51,8.5,House / apartment,First Feature
5092316,1,M,0,1,0,270000,Working,Secondary / secondary special,Married,-18625,-3153,0,1,0,Laborers,2,51,8.5,House / apartment,First Feature
5092319,1,F,0,1,0,202500,Working,Secondary / secondary special,Married,-12347,-2057,0,0,0,Laborers,2,34,5.5,House / apartment,First Feature
5092320,1,F,0,1,0,202500,Working,Secondary / secondary special,Married,-12347,-2057,0,0,0,Laborers,2,34,5.5,House / apartment,First Feature
5092321,1,F,0,1,0,202500,Working,Secondary / secondary special,Married,-12347,-2057,0,0,0,Laborers,2,34,5.5,House / apartment,First Feature
5092322,1,F,0,1,0,202500,Working,Secondary / secondary special,Married,-12347,-2057,0,0,0,Laborers,2,34,5.5,House / apartment,First Feature
5092323,1,F,0,1,0,202500,Working,Secondary / secondary special,Married,-12347,-2057,0,0,0,Laborers,2,34,5.5,House / apartment,First Feature
5092337,1,F,0,1,0,112500,Working,Secondary / secondary special,Married,-19054,-1296,0,0,0,Cleaning staff,2,52,3.5,House / apartment,First Feature
5092338,1,F,0,1,0,112500,Working,Secondary / secondary special,Married,-19054,-1296,0,0,0,Cleaning staff,2,52,3.5,House / apartment,First Feature
5092339,1,F,0,1,0,112500,Working,Secondary / secondary special,Married,-19054,-1296,0,0,0,Cleaning staff,2,52,3.5,House / apartment,First Feature
5092340,1,F,0,1,0,112500,Working,Secondary / secondary special,Married,-19054,-1296,0,0,0,Cleaning staff,2,52,3.5,House / apartment,First Feature
5092341,1,F,0,1,0,112500,Working,Secondary / secondary special,Married,-19054,-1296,0,0,0,Cleaning staff,2,52,3.5,House / apartment,First Feature
5092342,0,F,0,1,0,225000,Working,Secondary / secondary special,Widow,-19252,-2057,0,0,0,Sales staff,1,53,5.5,House / apartment,First Feature
5092343,1,F,0,1,0,225000,Working,Secondary / secondary special,Widow,-19252,-2057,0,0,0,Sales staff,1,53,5.5,House / apartment,First Feature
5092344,1,F,0,1,0,225000,Working,Secondary / secondary special,Widow,-19252,-2057,0,0,0,Sales staff,1,53,5.5,House / apartment,First Feature
5092345,1,F,0,1,0,225000,Working,Secondary / secondary special,Widow,-19252,-2057,0,0,0,Sales staff,1,53,5.5,House / apartment,First Feature
5092346,0,F,0,1,0,225000,Working,Secondary / secondary special,Widow,-19252,-2057,0,0,0,Sales staff,1,53,5.5,House / apartment,First Feature
5092347,1,F,0,1,0,225000,Working,Secondary / secondary special,Widow,-19252,-2057,0,0,0,Sales staff,1,53,5.5,House / apartment,First Feature
5092348,1,F,0,1,0,225000,Working,Secondary / secondary special,Widow,-19252,-2057,0,0,0,Sales staff,1,53,5.5,House / apartment,First Feature
5092349,1,F,0,1,0,225000,Working,Secondary / secondary special,Widow,-19252,-2057,0,0,0,Sales staff,1,53,5.5,House / apartment,First Feature
5092350,1,F,0,1,0,225000,Working,Secondary / secondary special,Widow,-19252,-2057,0,0,0,Sales staff,1,53,5.5,House / apartment,First Feature
5092351,1,F,1,1,0,405000,Commercial associate,Higher education,Married,-14981,-685,1,0,0,Laborers,2,41,2,House / apartment,First Feature
5092352,1,F,1,1,0,405000,Commercial associate,Higher education,Married,-14981,-685,1,0,0,Laborers,2,41,2,House / apartment,First Feature
5092353,0,F,0,1,1,67500,Working,Secondary / secondary special,Separated,-10345,-2635,0,0,0,Medicine staff,2,28,7,Other,Other
5092356,1,F,0,0,0,121500,Commercial associate,Secondary / secondary special,Civil marriage,-21587,-5009,0,0,0,Laborers,2,59,13.5,House / apartment,First Feature
5092357,1,F,0,0,0,121500,Commercial associate,Secondary / secondary special,Civil marriage,-21587,-5009,0,0,0,Laborers,2,59,13.5,House / apartment,First Feature
5092358,1,F,0,1,0,90000,Commercial associate,Secondary / secondary special,Single / not married,-18587,-1388,0,0,0,Cleaning staff,1,51,4,House / apartment,First Feature
5092360,1,F,0,1,0,90000,Commercial associate,Secondary / secondary special,Single / not married,-18587,-1388,0,0,0,Cleaning staff,1,51,4,House / apartment,First Feature
5092361,1,F,0,1,0,90000,Commercial associate,Secondary / secondary special,Single / not married,-18587,-1388,0,0,0,Cleaning staff,1,51,4,House / apartment,First Feature
5092362,1,F,0,1,0,90000,Commercial associate,Secondary / secondary special,Single / not married,-18587,-1388,0,0,0,Cleaning staff,1,51,4,House / apartment,First Feature
5092366,1,F,0,1,0,135000,Working,Secondary / secondary special,Married,-16698,-1296,0,0,0,Sales staff,2,46,3.5,House / apartment,First Feature
5092377,1,F,0,1,0,270000,Working,Secondary / secondary special,Separated,-22387,-1781,0,0,0,Core staff,1,61,5,House / apartment,First Feature
5092379,0,F,0,1,0,153000,Working,Secondary / secondary special,Widow,-12813,-2269,1,0,0,Laborers,1,35,6,House / apartment,First Feature
5092380,0,F,0,1,0,153000,Working,Secondary / secondary special,Widow,-12813,-2269,1,0,0,Laborers,1,35,6,House / apartment,First Feature
5092381,1,F,0,1,0,153000,Working,Secondary / secondary special,Widow,-12813,-2269,1,0,0,Laborers,1,35,6,House / apartment,First Feature
5092382,1,F,0,1,2,81000,Commercial associate,Higher education,Married,-12404,-1539,0,0,0,Managers,4,34,4,House / apartment,First Feature
5092383,1,F,0,1,2,81000,Commercial associate,Higher education,Married,-12404,-1539,0,0,0,Managers,4,34,4,House / apartment,First Feature
5092384,1,F,0,1,2,81000,Commercial associate,Higher education,Married,-12404,-1539,0,0,0,Managers,4,34,4,House / apartment,First Feature
5092393,1,M,1,1,1,157500,Commercial associate,Secondary / secondary special,Married,-11050,-443,1,0,0,Drivers,3,30,1,House / apartment,First Feature
5092394,0,M,1,1,1,157500,Pensioner,Secondary / secondary special,Married,-11050,-443,1,0,0,Drivers,3,30,1,House / apartment,First Feature
5092395,1,M,1,1,1,157500,Commercial associate,Secondary / secondary special,Married,-11050,-443,1,0,0,Drivers,3,30,1,House / apartment,First Feature
5092396,1,M,1,1,0,360000,Working,Secondary / secondary special,Married,-11111,-1996,0,0,0,Laborers,2,30,5.5,House / apartment,First Feature
5092402,1,M,1,0,0,112500,Working,Higher education,Single / not married,-10117,-108,0,0,0,High skill tech staff,1,28,0.5,Other,Other
5092403,1,M,1,0,0,112500,Working,Higher education,Single / not married,-10117,-108,0,0,0,High skill tech staff,1,28,0.5,Other,Other
5092405,1,M,0,1,0,144000,Working,Secondary / secondary special,Married,-21649,-3000,1,1,0,Drivers,2,59,8,House / apartment,First Feature
5092406,1,M,0,1,0,144000,Working,Secondary / secondary special,Married,-21649,-3000,1,1,0,Drivers,2,59,8,House / apartment,First Feature
5092407,1,M,0,1,0,144000,Working,Secondary / secondary special,Married,-21649,-3000,1,1,0,Drivers,2,59,8,House / apartment,First Feature
5092408,1,M,0,1,0,144000,Working,Secondary / secondary special,Married,-21649,-3000,1,1,0,Drivers,2,59,8,House / apartment,First Feature
5092409,1,M,0,1,0,144000,Working,Secondary / secondary special,Married,-21649,-3000,1,1,0,Drivers,2,59,8,House / apartment,First Feature
5092412,0,F,0,1,0,247500,Commercial associate,Higher education,Married,-11648,-1478,0,0,1,Managers,2,32,4,House / apartment,First Feature
5092413,1,F,0,1,0,247500,Commercial associate,Higher education,Married,-11648,-1478,0,0,1,Managers,2,32,4,House / apartment,First Feature
5092414,0,M,1,1,0,225000,Commercial associate,Secondary / secondary special,Married,-13874,-2330,0,0,1,Laborers,2,38,6.5,House / apartment,First Feature
5092415,1,M,1,1,1,157500,Working,Secondary / secondary special,Married,-17571,-1508,1,0,0,Laborers,3,48,4,House / apartment,First Feature
5092416,1,M,1,1,1,157500,Working,Secondary / secondary special,Married,-17571,-1508,1,0,0,Laborers,3,48,4,House / apartment,First Feature
5092417,1,M,1,1,1,157500,Working,Secondary / secondary special,Married,-17571,-1508,1,0,0,Laborers,3,48,4,House / apartment,First Feature
5092418,1,M,1,1,1,157500,Working,Secondary / secondary special,Married,-17571,-1508,1,0,0,Laborers,3,48,4,House / apartment,First Feature
5092419,1,M,1,1,1,157500,Working,Secondary / secondary special,Married,-17571,-1508,1,0,0,Laborers,3,48,4,House / apartment,First Feature
5092420,1,M,1,1,1,157500,Working,Secondary / secondary special,Married,-17571,-1508,1,0,0,Laborers,3,48,4,House / apartment,First Feature
5092422,1,M,1,1,1,157500,Working,Secondary / secondary special,Married,-17571,-1508,1,0,0,Laborers,3,48,4,House / apartment,First Feature
5092423,1,F,1,1,0,405000,Commercial associate,Higher education,Civil marriage,-16825,-108,1,1,0,Accountants,2,46,0.5,House / apartment,First Feature
5092424,0,F,1,1,0,405000,Commercial associate,Higher education,Civil marriage,-16825,-108,1,1,0,Accountants,2,46,0.5,House / apartment,First Feature
5092426,1,F,1,1,0,405000,Commercial associate,Higher education,Civil marriage,-16825,-108,1,1,0,Accountants,2,46,0.5,House / apartment,First Feature
5092427,1,F,1,1,1,103500,Working,Incomplete higher,Civil marriage,-8543,-1781,1,1,0,Sales staff,3,23,5,House / apartment,First Feature
5092428,1,F,1,1,0,72000,Working,Secondary / secondary special,Married,-12138,-200,0,0,0,Cooking staff,2,33,0.5,Other,Other
5092429,0,F,1,1,0,72000,Working,Secondary / secondary special,Married,-12138,-200,0,0,0,Cooking staff,2,33,0.5,Other,Other
5092430,0,F,1,1,0,72000,Working,Secondary / secondary special,Married,-12138,-200,0,0,0,Cooking staff,2,33,0.5,Other,Other
5092431,0,F,1,1,0,72000,Working,Secondary / secondary special,Married,-12138,-200,0,0,0,Cooking staff,2,33,0.5,Other,Other
5092448,1,M,1,1,0,360000,Working,Higher education,Married,-22456,-1934,0,1,0,Managers,2,62,5.5,House / apartment,First Feature
5092449,1,M,1,1,0,360000,Working,Higher education,Married,-22456,-1934,0,1,0,Managers,2,62,5.5,House / apartment,First Feature
5092450,1,M,1,0,0,121500,Commercial associate,Secondary / secondary special,Single / not married,-9215,-108,0,0,0,Laborers,1,25,0.5,Other,Other
5092451,1,M,1,0,0,121500,Commercial associate,Secondary / secondary special,Single / not married,-9215,-108,0,0,0,Laborers,1,25,0.5,Other,Other
5092452,1,M,1,0,0,121500,Commercial associate,Secondary / secondary special,Single / not married,-9215,-108,0,0,0,Laborers,1,25,0.5,Other,Other
